sigma_in_sq,k_gain,alpha_gain_noise,s_max,amplitude_s_true,C_proc,kappa,phi1,lambda_cost,w_IT,w_TPE,json_sweep_key,optimal_g_utility,max_utility,it_final_at_opt_g,tpe_at_opt_g,eg_at_opt_g,mi_raw_at_opt_g
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.05,1.0,0.01,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.05, 1.0, 0.01, 1.0, 0.5)",0.9061224489795919,3.4785063329424233,3.4833734260090243,0.008828063684222641,0.0453061224489796,3.4833734260090243
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.05,1.0,0.05,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.05, 1.0, 0.05, 1.0, 0.5)",0.9061224489795919,3.4700508457195336,3.4766354452549635,0.008638586825964363,0.0453061224489796,3.4766354452549635
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.05,1.0,0.1,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.05, 1.0, 0.1, 1.0, 0.5)",1.0673469387755103,3.4349059390423182,3.4432243418540542,0.00596333623571624,0.05336734693877552,3.4432243418540542
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.05,1.25,0.01,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.05, 1.25, 0.01, 1.0, 0.5)",0.9061224489795919,3.4584859707837463,3.4632574213148795,0.00865883725239693,0.044203190493418226,3.4632574213148795
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.05,1.25,0.05,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.05, 1.25, 0.05, 1.0, 0.5)",0.9061224489795919,3.459927048009496,3.466501298506672,0.008728181945008308,0.044203190493418226,3.466501298506672
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.05,1.25,0.1,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.05, 1.25, 0.1, 1.0, 0.5)",0.9061224489795919,3.4757541768525795,3.4844028296821907,0.008456667560541548,0.044203190493418226,3.4844028296821907
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.1,1.0,0.01,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.1, 1.0, 0.01, 1.0, 0.5)",0.9061224489795919,3.4766956373961877,3.4819118419264794,0.008620164162624223,0.0906122448979592,3.4819118419264794
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.1,1.0,0.05,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.1, 1.0, 0.05, 1.0, 0.5)",0.9061224489795919,3.4576161001583925,3.466588748762275,0.008884072717969886,0.0906122448979592,3.466588748762275
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.1,1.0,0.1,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.1, 1.0, 0.1, 1.0, 0.5)",0.9061224489795919,3.468474454873365,3.4819808889673443,0.008890419208367507,0.0906122448979592,3.4819808889673443
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.1,1.25,0.01,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.1, 1.25, 0.01, 1.0, 0.5)",0.9061224489795919,3.4776707812782988,3.482849824028032,0.008589957879727966,0.08840638098683645,3.482849824028032
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.1,1.25,0.05,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.1, 1.25, 0.05, 1.0, 0.5)",1.0673469387755103,3.470772943195887,3.4789865353113956,0.005578376534847575,0.10848807696171399,3.4789865353113956
0.0025000000000000005,0.01,1.0,1.0,1.0,4.0,0.1,1.25,0.1,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 4.0, 0.1, 1.25, 0.1, 1.0, 0.5)",0.9061224489795919,3.464196059329532,3.4774608697476195,0.008848344638806887,0.08840638098683645,3.4774608697476195
0.0025000000000000005,0.01,1.0,1.0,1.0,6.0,0.05,1.0,0.01,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 6.0, 0.05, 1.0, 0.01, 1.0, 0.5)",0.9061224489795919,3.4655090888066904,3.470346993485651,0.008769686908941764,0.0453061224489796,3.470346993485651
0.0025000000000000005,0.01,1.0,1.0,1.0,6.0,0.05,1.0,0.05,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 6.0, 0.05, 1.0, 0.05, 1.0, 0.5)",0.7448979591836735,3.4551782484773543,3.4748085320613233,0.03553607737201931,0.037244897959183676,3.4748085320613233
0.0025000000000000005,0.01,1.0,1.0,1.0,6.0,0.05,1.0,0.1,1.0,0.5,"(0.0025000000000000005, 0.01, 1.0, 1.0, 1.0, 6.0, 0.05, 1.0, 0.1, 1.0, 0.5)",0.9061224489795919,3.47148345116088,3.480450109244352,0.00887209167714886,0.0453061224489796,3.480450109244352
